Mod:Item:MetaData, Localized Name
netherendingores:ore_other_1:8, Overworld Zanite Ore
netherendingores:ore_other_1:9, Overworld Arkenium Ore
netherendingores:ore_other_1:10, Overworld Icestone Ore
platforms:platform:50, PlatFormer
platforms:platform:0, Wooden Platform
platforms:platform:1, Wooden Ramp
platforms:platform:2, Wooden Floor
platforms:platform:3, Wooden Frame
platforms:platform:4, Wooden Rise
platforms:platform:5, Wooden Handrail
platforms:platform:10, Stone Platform
platforms:platform:11, Stone Ramp
platforms:platform:12, Stone Floor
platforms:platform:13, Stone Frame
platforms:platform:14, Stone Rise
platforms:platform:15, Stone Handrail
platforms:platform:20, Metal Platform
platforms:platform:21, Metal Ramp
platforms:platform:22, Metal Floor
platforms:platform:23, Metal Frame
platforms:platform:24, Metal Rise
platforms:platform:25, Metal Handrail
platforms:wrench, Monkey Wrench
primitivemobs:camouflage_dye, Camouflage Dye
primitivemobs:camouflage_helmet, Camouflage Helmet
primitivemobs:camouflage_chestplate, Camouflage Chestplate
primitivemobs:camouflage_boots, Camouflage Boots
primitivemobs:camouflage_leggings, Camouflage Leggings
primitivemobs:dodo, Raw Dodo
primitivemobs:cooked_dodo, Cooked Dodo
primitivemobs:dodo_egg, Dodo Egg
primitivemobs:mimic_orb, Mimic Orb
primitivemobs:goblin_mace, Goblin Mace
primitivemobs:wonder_sap, Wonder Sap
primitivemobs:spider_egg, Spider Egg
primitivemobs:mysteryegg1, Mystery Egg
primitivemobs:mysteryegg2, Mystery Egg
primitivemobs:mysteryegg3, Mystery Egg
primitivemobs:spider_eggshell, Spider Egg Shell
progressivebosses:nether_star_shard, Nether Star Shard
xreliquary:alkahestry_tome, item.alkahestry_tome.name
xreliquary:mob_ingredient:0, Rib Bone
xreliquary:mob_ingredient:1, Withered Rib
xreliquary:mob_ingredient:2, Chelicerae
xreliquary:mob_ingredient:3, Catalyzing Gland
xreliquary:mob_ingredient:4, Slime Pearl
xreliquary:mob_ingredient:5, Bat Wing
xreliquary:mob_ingredient:6, Zombie Heart
xreliquary:mob_ingredient:7, Molten Core
xreliquary:mob_ingredient:8, Eye of the Storm
xreliquary:mob_ingredient:9, Fertile Essence
xreliquary:mob_ingredient:10, Frozen Core
xreliquary:mob_ingredient:11, Nebulous Heart
xreliquary:mob_ingredient:12, Squid Beak
xreliquary:mob_ingredient:13, Infernal Claw
xreliquary:mob_ingredient:14, Kraken Shell Fragment
xreliquary:mob_ingredient:15, Crimson Cloth
xreliquary:mob_ingredient:16, Guardian Spike
xreliquary:mercy_cross, item.mercy_cross.name
xreliquary:angelheart_vial, item.angelheart_vial.name
xreliquary:angelic_feather, item.angelic_feather.name
xreliquary:destruction_catalyst, item.destruction_catalyst.name
xreliquary:emperor_chalice, item.emperor_chalice.name
xreliquary:ender_staff, item.ender_staff.name
xreliquary:fortune_coin, item.fortune_coin.name
xreliquary:glacial_staff, item.glacial_staff.name
xreliquary:glowing_bread, item.glowing_bread.name
xreliquary:glowing_water, item.glowing_water.name
xreliquary:harvest_rod, item.harvest_rod.name
xreliquary:mob_charm_fragment:0, §aZombie Charm Fragment
xreliquary:mob_charm_fragment:1, §aSkeleton Charm Fragment
xreliquary:mob_charm_fragment:2, §aWither Skeleton Charm Fragment
xreliquary:mob_charm_fragment:3, §aCreeper Charm Fragment
xreliquary:mob_charm_fragment:4, §aWitch Charm Fragment
xreliquary:mob_charm_fragment:5, §aZombie Pigman Charm Fragment
xreliquary:mob_charm_fragment:6, §aCave Spider Charm Fragment
xreliquary:mob_charm_fragment:7, §aSpider Charm Fragment
xreliquary:mob_charm_fragment:8, §aEnderman Charm Fragment
xreliquary:mob_charm_fragment:9, §aGhast Charm Fragment
xreliquary:mob_charm_fragment:10, §aSlime Charm Fragment
xreliquary:mob_charm_fragment:11, §aMagma Cube Charm Fragment
xreliquary:mob_charm_fragment:12, §aBlaze Charm Fragment
xreliquary:mob_charm_fragment:13, §aGuardian Charm Fragment
xreliquary:hero_medallion, item.hero_medallion.name
xreliquary:holy_hand_grenade, item.holy_hand_grenade.name
xreliquary:ice_magus_rod, item.ice_magus_rod.name
xreliquary:infernal_chalice, item.infernal_chalice.name
xreliquary:infernal_claws, item.infernal_claws.name
xreliquary:infernal_tear, item.infernal_tear.name
xreliquary:kraken_shell, item.kraken_shell.name
xreliquary:lantern_of_paranoia, item.lantern_of_paranoia.name
xreliquary:magicbane, item.magicbane.name
xreliquary:midas_touchstone, item.midas_touchstone.name
xreliquary:mob_charm:0, §aZombie Charm
xreliquary:mob_charm:0, §aSkeleton Charm
xreliquary:mob_charm:0, §aWither Skeleton Charm
xreliquary:mob_charm:0, §aCreeper Charm
xreliquary:mob_charm:0, §aWitch Charm
xreliquary:mob_charm:0, §aZombie Pigman Charm
xreliquary:mob_charm:0, §aCave Spider Charm
xreliquary:mob_charm:0, §aSpider Charm
xreliquary:mob_charm:0, §aEnderman Charm
xreliquary:mob_charm:0, §aGhast Charm
xreliquary:mob_charm:0, §aSlime Charm
xreliquary:mob_charm:0, §aMagma Cube Charm
xreliquary:mob_charm:0, §aBlaze Charm
xreliquary:mob_charm:0, §aGuardian Charm
xreliquary:mob_charm_belt, item.mob_charm_belt.name
xreliquary:phoenix_down, item.phoenix_down.name
xreliquary:pyromancer_staff, item.pyromancer_staff.name
xreliquary:rending_gale, item.rending_gale.name
xreliquary:rod_of_lyssa, item.rod_of_lyssa.name
xreliquary:salamander_eye, item.salamander_eye.name
xreliquary:serpent_staff, item.serpent_staff.name
xreliquary:shears_of_winter, item.shears_of_winter.name
xreliquary:sojourner_staff, item.sojourner_staff.name
xreliquary:twilight_cloak, item.twilight_cloak.name
xreliquary:void_tear, item.void_tear.name
xreliquary:witch_hat, item.witch_hat.name
xreliquary:witherless_rose, item.witherless_rose.name
xreliquary:bullet:0, Empty Casing
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:2, Exorcism Shot
xreliquary:bullet:3, Blaze Shot
xreliquary:bullet:4, Ender Shot
xreliquary:bullet:5, Concussive Shot
xreliquary:bullet:6, Buster Shot
xreliquary:bullet:7, Seeker Shot
xreliquary:bullet:8, Sand Shot
xreliquary:bullet:9, Storm Shot
xreliquary:magazine:0, Empty Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:2, Exorcism Magazine
xreliquary:magazine:3, Blaze Magazine
xreliquary:magazine:4, Ender Magazine
xreliquary:magazine:5, Concussive Magazine
xreliquary:magazine:6, Buster Magazine
xreliquary:magazine:7, Seeker Magazine
xreliquary:magazine:8, Sand Magazine
xreliquary:magazine:9, Storm Magazine
xreliquary:gun_part:0, Grip Assembly
xreliquary:gun_part:1, Barrel Assembly
xreliquary:gun_part:2, Hammer Assembly
xreliquary:handgun, item.handgun.name
xreliquary:attraction_potion, item.attraction_potion.name
xreliquary:fertile_potion, item.fertile_potion.name
xreliquary:potion:0, Condensed Potion Vial
xreliquary:tipped_arrow, Tipped Arrow
xreliquary:altar, Altar
xreliquary:apothecary_cauldron, tile.apothecary_cauldron.name
xreliquary:apothecary_mortar, tile.apothecary_mortar.name
xreliquary:fertile_lilypad, tile.fertile_lilypad.name
xreliquary:interdiction_torch, tile.interdiction_torch.name
xreliquary:wraith_node, tile.wraith_node.name
xreliquary:pedestal:0, Pedestal
xreliquary:pedestal:1, Pedestal
xreliquary:pedestal:2, Pedestal
xreliquary:pedestal:3, Pedestal
xreliquary:pedestal:4, Pedestal
xreliquary:pedestal:5, Pedestal
xreliquary:pedestal:6, Pedestal
xreliquary:pedestal:7, Pedestal
xreliquary:pedestal:8, Pedestal
xreliquary:pedestal:9, Pedestal
xreliquary:pedestal:10, Pedestal
xreliquary:pedestal:11, Pedestal
xreliquary:pedestal:12, Pedestal
xreliquary:pedestal:13, Pedestal
xreliquary:pedestal:14, Pedestal
xreliquary:pedestal:15, Pedestal
xreliquary:pedestal_passive:0, Pedestal (Display only)
xreliquary:pedestal_passive:1, Pedestal (Display only)
xreliquary:pedestal_passive:2, Pedestal (Display only)
xreliquary:pedestal_passive:3, Pedestal (Display only)
xreliquary:pedestal_passive:4, Pedestal (Display only)
xreliquary:pedestal_passive:5, Pedestal (Display only)
xreliquary:pedestal_passive:6, Pedestal (Display only)
xreliquary:pedestal_passive:7, Pedestal (Display only)
xreliquary:pedestal_passive:8, Pedestal (Display only)
xreliquary:pedestal_passive:9, Pedestal (Display only)
xreliquary:pedestal_passive:10, Pedestal (Display only)
xreliquary:pedestal_passive:11, Pedestal (Display only)
xreliquary:pedestal_passive:12, Pedestal (Display only)
xreliquary:pedestal_passive:13, Pedestal (Display only)
xreliquary:pedestal_passive:14, Pedestal (Display only)
xreliquary:pedestal_passive:15, Pedestal (Display only)
rsgauges:bistableswitch2, Industrial Contact Lever
rsgauges:bistableswitch8, Industrial Lever
rsgauges:bistableswitch7, Industrial Rotary Lever
rsgauges:bistableswitch1, Rotary Machine Switch
rsgauges:bistableswitch3, Two-Button Machine Switch
rsgauges:bistableswitch5, ESTOP Button
rsgauges:bistableswitch6, Hopper Blocker
rsgauges:pulseswitch1, Machine Button
rsgauges:pulseswitch2, Fenced Machine Button
rsgauges:pulseswitch6, Industrial Button
rsgauges:pulseswitch5, Industrial Foot Button
rsgauges:pulseswitch3, Industrial Pull Handle Button
rsgauges:dimmerswitch1, Industrial Dimmer
rsgauges:contactmat1, Industrial Door Contact Mat
rsgauges:contactmat2, Industrial Contact Mat
rsgauges:contactmat3, Industrial Shock Sensitive Contact Mat
rsgauges:trapdoorswitch1, Industrial Shock Activated Trapdoor
rsgauges:trapdoorswitch2, Industrial Sensitive Shock Activated Trapdoor
rsgauges:trapdoorswitch3, Industrial Fall-Through Detection Frame
rsgauges:automaticswitch4, Industrial Day Timer Clock
rsgauges:automaticswitch7, Industrial Interval Signal Timer
rsgauges:automaticswitch1, Industrial Infrared Entity Detector
rsgauges:automaticswitch2, Industrial Linear Laser Entity Detector
rsgauges:automaticswitch3, Industrial Local Light Sensor
rsgauges:automaticswitch5, Industrial Rain Sensor
rsgauges:automaticswitch6, Industrial Thunderstorm Detector
rsgauges:observerswitch1, Industrial Block Category Detector
rsgauges:relay_pulseswitchrx1, Industrial Pulse Switch Link Receiver
rsgauges:relay_pulseswitchrx2, Industrial Cased Pulse Switch Link Receiver
rsgauges:relay_bistableswitchrx1, Industrial Switch Link Receiver
rsgauges:relay_bistableswitchrx2, Industrial Cased Switch Link Receiver
rsgauges:relay_pulseswitchtx1, Industrial Switch Link Pulse Sender
rsgauges:relay_bistableswitchtx1, Industrial Switch Link Sender
rsgauges:industrial_knock_switch, Knock Detector Bistable Switch (industrial)
rsgauges:industrial_knock_button, Knock Detector Pulse Switch (industrial)
rsgauges:flatgauge1, Analog Voltmeter Redstone Gauge
rsgauges:flatgauge6, Small Analog Voltmeter Redstone Gauge
rsgauges:flatgauge2, Analog Bar Redstone Gauge
rsgauges:flatgauge3, Small Digital Display Redstone Gauge
rsgauges:flatgauge5, Glass Tube Redstone Gauge
rsgauges:indicator4, Alarm Lamp
rsgauges:soundindicator1, Alarm Siren
rsgauges:indicator1, Green LED Redstone Indicator
rsgauges:indicator1blink1, Green Blinking LED Redstone Indicator
rsgauges:indicator2, Yellow LED Redstone Indicator
rsgauges:indicator2blink1, Yellow Blinking LED Redstone Indicator
rsgauges:indicator3, Red LED Redstone Indicator
rsgauges:indicator3blink1, Red LED Redstone Indicator
rsgauges:indicator_led_white, White LED Redstone Indicator
rsgauges:indicator_led_white_blink, White Blinking LED Redstone Indicator
rsgauges:bistableswitch_rustic1, Rustic Lever
rsgauges:bistableswitch_rustic2, Rustic Two-Hinge Lever
rsgauges:bistableswitch_rustic3, Rustic Rotary Lever
rsgauges:bistableswitch_rustic7, Rustic Nail Lever
rsgauges:pulseswitch_rustic1, Rustic Button
rsgauges:pulseswitch_rustic2, Rustic Small Button
rsgauges:pulseswitch_rustic3, Rustic Chain Button
rsgauges:pulseswitch_rustic7, Rustic Nail Button
rsgauges:contactmat_rustic1, Rustic Door Pressure Plate
rsgauges:contactmat_rustic2, Rustic Pressure Plate
rsgauges:contactmat_rustic3, Rustic Shock Sensitive Pressure Plate
rsgauges:trapdoorswitch_rustic1, Rustic Shock Activated Trapdoor
rsgauges:trapdoorswitch_rustic2, Rustic Sensitive Shock Activated Trapdoor
rsgauges:trapdoorswitch_rustic3, Rustic Fall-Through Detector Trapdoor
rsgauges:gauge_rustic2, Rustic Circular Wall Meter Redstone gauge
rsgauges:indicator_rustic_flag, Rustic Redstone Semaphore
rsgauges:bistableswitch_glass1, Bistable Glass Switch
rsgauges:bistableswitch_glass2, Bistable Glass Touch Switch
rsgauges:pulseswitch_glass1, Glass Button
rsgauges:pulseswitch_glass2, Small Glass Button
rsgauges:pulseswitch_glass3, Glass Touch Button
rsgauges:contactmat_glass1, Configurable Glass Contact Plate
rsgauges:contactmat_glass2, Glass Contact Plate
rsgauges:daytimeswitch_glass1, Glass Day Timer Clock
rsgauges:timerswitch_glass1, Glass Interval Signal Timer
rsgauges:detectorswitch_glass1, Glass Infrared Entity Detector
rsgauges:detectorswitch_glass2, Glass Linear Laser Entity Detector
rsgauges:industrial_comparator_switch, Industrial Comparator Switch
rsgauges:flatgauge4, Glass Bar Redstone Gauge
rsgauges:bistableswitch_oldfancy1, Old Fancy Lever
rsgauges:bistableswitch_oldfancy2, Old Fancy Rotary Lever
rsgauges:pulseswitch_oldfancy1, Old Fancy Button
rsgauges:pulseswitch_oldfancy2, Old Fancy Chain Button
rsgauges:pulseswitch_oldfancy4, Small Old Fancy Button
rsgauges:powerplant_yellow, Yellow power plant
rsgauges:powerplant_red, Red power plant
rsgauges:bistableswitch4, Small Light Switch
rsgauges:arrowtarget, Arrow Target
rsgauges:valve_wheel_switch, Valve Switch
rsgauges:elevator_button, Elevator Button
rsgauges:door_sensor_switch, Door sensor
rsgauges:sensitiveglass, Redstone-Sensitive Glass Block (Light Emitting)
rsgauges:sensitiveglass_white, Redstone-Sensitive Glass Block (White-Stained)
rsgauges:sensitiveglass_red, Redstone-Sensitive Glass Block (Red-Stained)
rsgauges:sensitiveglass_green, Redstone-Sensitive Glass Block (Green-Stained)
rsgauges:sensitiveglass_blue, Redstone-Sensitive Glass Block (Blue-Stained)
rsgauges:sensitiveglass_yellow, Redstone-Sensitive Glass Block (Yellow-Stained)
rsgauges:sensitiveglass_orange, Redstone-Sensitive Glass Block (Orange-Stained)
rsgauges:sensitiveglass_magenta, Redstone-Sensitive Glass Block (Magenta-Stained)
rsgauges:sensitiveglass_lightblue, Redstone-Sensitive Glass Block (Light-Blue-Stained)
rsgauges:sensitiveglass_lime, Redstone-Sensitive Glass Block (Lime-Stained)
rsgauges:sensitiveglass_pink, Redstone-Sensitive Glass Block (Pink-Stained)
rsgauges:sensitiveglass_gray, Redstone-Sensitive Glass Block (Gray-Stained)
rsgauges:sensitiveglass_lightgray, Redstone-Sensitive Glass Block (Light-Gray-Stained)
rsgauges:sensitiveglass_cyan, Redstone-Sensitive Glass Block (Cyan-Stained)
rsgauges:sensitiveglass_purple, Redstone-Sensitive Glass Block (Purple-Stained)
rsgauges:sensitiveglass_brown, Redstone-Sensitive Glass Block (Brown-Stained)
rsgauges:sensitiveglass_black, Redstone-Sensitive Glass Block (Black-Stained)
rsgauges:sensitiveglass_inverted, Redstone-Sensitive Glass Block (Inverted, Light Emitting)
rsgauges:pulseswitch_rustic4, Pulse switch
rsgauges:pulseswitch_rustic5, Pulse switch
rsgauges:pulseswitch_rustic6, Pulse switch
rsgauges:pulseswitch_oldfancy3, Pulse Switch
rsgauges:bistableswitch_oldfancy3, Bistable Switch
rsgauges:bistableswitch_oldfancy4, Bistable Switch
rsgauges:bistableswitch_oldfancy5, Bistable Switch
rsgauges:bistableswitch_oldfancy6, Bistable Switch
rsgauges:bistableswitch_oldfancy7, Bistable Switch
rsgauges:bistableswitch_rustic4, Bistable Switch
rsgauges:bistableswitch_rustic5, Bistable Switch
rsgauges:bistableswitch_rustic6, Bistable Switch
rsgauges:switchlink_pearl, Switch Link Pearl
spiceoflife:bookfoodjournal, Food Journal
spiceoflife:lunchbox, Lunch Box
spiceoflife:lunchbag, Lunch Bag
srparasites:ada_summoner_drop, Summoner Core
srparasites:ada_yelloweye_drop, Yelloweye Bone
srparasites:ada_manducater_drop, Manducater Orb
srparasites:ada_reeker_drop, Reeker Fang
srparasites:ada_longarms_drop, Longarm Armor Fragment
srparasites:assimilated_flesh, Infected Flesh
srparasites:itemtab, NULL
srparasites:itemthrow, 
srparasites:evclock, Dirty Clock
srparasites:scythe_handle, Living Scythe Handle
srparasites:scythe_blade, Living Scythe Blade
srparasites:scythe_back, Living Scythe Back
srparasites:scythe_core, Living Scythe Core
srparasites:scythe_head, Living Scythe Head
srparasites:bow_grip, Living Greatbow Grip
srparasites:bow_upperlimb, Living Greatbow Upper Limb
srparasites:bow_lowerlimb, Living Greatbow Lower Limb
srparasites:bow_string, Living Greatbow String
srparasites:bow_core, Living Greatbow core
srparasites:lurecomponent1, Fragile Piece
srparasites:lurecomponent2, Smelly Piece
srparasites:lurecomponent3, Putrid Unit
srparasites:lurecomponent4, Fetid Unit
srparasites:lurecomponent5, Moldered Segment
srparasites:lurecomponent6, Essential Segment
srparasites:itemmobspawner_host, Spawn Host
srparasites:itemmobspawner_dorpa, Spawn Assimilated Big Spider
srparasites:itemmobspawner_infbear, Spawn Assimilated Bear
srparasites:itemmobspawner_infhuman, Spawn Assimilated Human
srparasites:itemmobspawner_infhumanhead, Spawn Walking Head (Human)
srparasites:itemmobspawner_infenderman, Spawn Assimilated Enderman 
srparasites:itemmobspawner_infcow, Spawn Assimilated Cow
srparasites:itemmobspawner_infcowhead, Spawn Walking Head (Cow)
srparasites:itemmobspawner_infsheep, Spawn Assimilated Sheep
srparasites:itemmobspawner_infsheephead, Spawn Walking Head (Sheep)
srparasites:itemmobspawner_infwolf, Spawn Assimilated Wolf
srparasites:itemmobspawner_infwolfhead, Spawn Walking Head (Wolf)
srparasites:itemmobspawner_infpig, Spawn Assimilated Pig
srparasites:itemmobspawner_infpighead, Spawn Walking Head (Pig)
srparasites:itemmobspawner_infvillager, Spawn Assimilated Villager
srparasites:itemmobspawner_infvillagerhead, Spawn Walking Head (Villager)
srparasites:itemmobspawner_inhoos, Spawn Incomplete Form (Small)
srparasites:itemmobspawner_inhoom, Spawn Incomplete Form (Medium)
srparasites:itemmobspawner_infhorse, Spawn Assimilated Horse
srparasites:itemmobspawner_infhorsehead, Spawn Walking Head (Horse)
srparasites:itemmobspawner_infplayer, Spawn Assimilated Adventurer
srparasites:itemmobspawner_shyco, Spawn Primitive Longarms
srparasites:itemmobspawner_canra, Spawn Primitive Summoner
srparasites:itemmobspawner_nogla, Spawn Primitive Reeker
srparasites:itemmobspawner_hull, Spawn Primitive Manducater
srparasites:itemmobspawner_emana, Spawn Primitive Yelloweye
srparasites:itemmobspawner_bano, Spawn Primitive Bolster
srparasites:itemmobspawner_ranrac, Spawn Primitive Arachnida
srparasites:itemmobspawner_shycoadapted, Spawn Adapted Longarms
srparasites:itemmobspawner_canraadapted, Spawn Adapted Summoner
srparasites:itemmobspawner_noglaadapted, Spawn Adapted Reeker
srparasites:itemmobspawner_hulladapted, Spawn Adapted Manducater
srparasites:itemmobspawner_emanaadapted, Spawn Adapted Yelloweye
srparasites:itemmobspawner_banoadapted, Spawn Adapted Bolster
srparasites:itemmobspawner_ranracadapted, Spawn Adapted Arachnida
srparasites:itemmobspawner_lodo, Spawn Buglin
srparasites:itemmobspawner_mudo, Spawn Rupter
srparasites:itemmobspawner_rathol, Spawn Heavy Carrier
srparasites:itemmobspawner_buthol, Spawn Flying Carrier
srparasites:itemmobspawner_anged, Spawn Vigilante
srparasites:itemmobspawner_lesh, Spawn Moving Flesh
srparasites:itemmobspawner_venkrol, Spawn Beckon Stage I
srparasites:itemmobspawner_venkrolsii, Spawn Beckon Stage II
srparasites:itemmobspawner_venkrolsiii, Spawn Beckon Stage III
srparasites:itemmobspawner_venkrolsiv, Spawn Beckon Stage IV
srparasites:itemmobspawner_tonro, Spawn Kyphosis
srparasites:itemmobspawner_unvo, Spawn Sentry 
srparasites:itemmobspawner_alafha, Spawn Overseer
srparasites:itemmobspawner_ganro, Spawn Warden
srparasites:itemmobspawner_omboo, Spawn Light Bomber
srparasites:itemmobspawner_esor, Spawn Marauder
srparasites:itemmobspawner_flog, Spawn Grunt
srparasites:itemmobspawner_oronco, Spawn Ancient Dreadnaut
srparasites:itemmobspawner_terla, Spawn Ancient Overlord
srparasites:weapon_scythe, Living Scythe
srparasites:weapon_scythe_sentient, Sentient Scythe
srparasites:weapon_axe, Living Greataxe
srparasites:weapon_axe_sentient, Sentient Greataxe
srparasites:weapon_bow, Living Greatbow
srparasites:weapon_bow_sentient, Sentient Greatbow
srparasites:infestedstain, Infested Dirt
srparasites:infestremain, Infested Residue
srparasites:infestedtrunk, Infested Log
srparasites:infestedrubble, Infested Stone
srparasites:infestedbush:0, Infested Veins
srparasites:infestedbush:1, Infested Veins
srparasites:infestedbush:2, Infested Veins
srparasites:infestedbush:3, Infested Veins
srparasites:infestedbush:4, Infested Veins
srparasites:infestedbush:5, Infested Veins
srparasites:biomeheart, Parasitic Biome Core
srparasites:colonyheart, Parasitic Colony Core
srparasites:biomepurifier, Biome Purifier
srparasites:parasitebush:0, Parasitic Net
